,y2_hhid,sourceid,ag12a_0b,ag12a_01,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05,ag12a_06
287,0104031001112801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
288,0104031001112801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
289,0104031001112801,OTHER,"NYINGINE, TAJA",YES,YES,NO,YES,NO,NO,NO,GOOD,NO,,0.0
290,0104031001112804,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
291,0104031001112804,NGO,NGO,NO,,,,,,,,,,
292,0104031001112804,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
293,0104031001112804,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
294,0104031001112804,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
295,0104038003034701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
296,0104038003034701,NGO,NGO,NO,,,,,,,,,,
297,0104038003034701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
298,0104038003034701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
299,0104038003034701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
300,0104038003039601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
301,0104038003039601,NGO,NGO,NO,,,,,,,,,,
302,0104038003039601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
303,0104038003039601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
304,0104038003039601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
305,0104038003046001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
306,0104038003046001,NGO,NGO,NO,,,,,,,,,,
307,0104038003046001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
308,0104038003046001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
309,0104038003046001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
310,0104038003069301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
311,0104038003069301,NGO,NGO,NO,,,,,,,,,,
312,0104038003069301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
313,0104038003069301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
314,0104038003069301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
315,0104038003076801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
316,0104038003076801,NGO,NGO,NO,,,,,,,,,,
317,0104038003076801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
318,0104038003076801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
319,0104038003076801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
320,0104038003076803,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
321,0104038003076803,NGO,NGO,NO,,,,,,,,,,
322,0104038003076803,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
323,0104038003076803,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
324,0104038003076803,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
325,0104038003085401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
326,0104038003085401,NGO,NGO,NO,,,,,,,,,,
327,0104038003085401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
328,0104038003085401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
329,0104038003085401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
330,0104038003105701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
331,0104038003105701,NGO,NGO,NO,,,,,,,,,,
332,0104038003105701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
333,0104038003105701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
334,0104038003105701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
335,0104038003110801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,YES,YES,AVERAGE,NO,,1.0
336,0104038003110801,NGO,NGO,NO,,,,,,,,,,
337,0104038003110801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
338,0104038003110801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
339,0104038003110801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
340,0105009003011401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
341,0105009003011401,NGO,NGO,NO,,,,,,,,,,
342,0105009003011401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
343,0105009003011401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
344,0105009003011401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
345,0105009003034701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
346,0105009003034701,NGO,NGO,NO,,,,,,,,,,
347,0105009003034701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
348,0105009003034701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
349,0105009003034701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
350,0105009003039601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
351,0105009003039601,NGO,NGO,NO,,,,,,,,,,
352,0105009003039601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
353,0105009003039601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
354,0105009003039601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
355,0105009003046001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
356,0105009003046001,NGO,NGO,NO,,,,,,,,,,
357,0105009003046001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
358,0105009003046001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
359,0105009003046001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
360,0105009003059901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
361,0105009003059901,NGO,NGO,NO,,,,,,,,,,
362,0105009003059901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
363,0105009003059901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
364,0105009003059901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
365,0105009003069301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
366,0105009003069301,NGO,NGO,NO,,,,,,,,,,
367,0105009003069301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
368,0105009003069301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
369,0105009003069301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
370,0105009003076801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
371,0105009003076801,NGO,NGO,NO,,,,,,,,,,
372,0105009003076801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
373,0105009003076801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
374,0105009003076801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
375,0105009003105701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
376,0105009003105701,NGO,NGO,NO,,,,,,,,,,
377,0105009003105701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
378,0105009003105701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
379,0105009003105701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
380,0105010004015101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
381,0105010004015101,NGO,NGO,NO,,,,,,,,,,
382,0105010004015101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
383,0105010004015101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
384,0105010004015101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
385,0105010004015105,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
386,0105010004015105,NGO,NGO,NO,,,,,,,,,,
387,0105010004015105,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
388,0105010004015105,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
389,0105010004015105,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
390,0105010004016601,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,YES,NO,NO,NO,GOOD,NO,,2.0
391,0105010004016601,NGO,NGO,NO,,,,,,,,,,
392,0105010004016601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
393,0105010004016601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
394,0105010004016601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
395,0105010004027201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
396,0105010004027201,NGO,NGO,NO,,,,,,,,,,
397,0105010004027201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
398,0105010004027201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
399,0105010004027201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
400,0105010004033501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
401,0105010004033501,NGO,NGO,NO,,,,,,,,,,
402,0105010004033501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
403,0105010004033501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
404,0105010004033501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
405,0105010004040301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
406,0105010004040301,NGO,NGO,NO,,,,,,,,,,
407,0105010004040301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
408,0105010004040301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
409,0105010004040301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
410,0105010004048001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
411,0105010004048001,NGO,NGO,NO,,,,,,,,,,
412,0105010004048001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
413,0105010004048001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
414,0105010004048001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
415,0105010004051701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
416,0105010004051701,NGO,NGO,NO,,,,,,,,,,
417,0105010004051701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
418,0105010004051701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
419,0105010004051701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
420,0105010004069201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
421,0105010004069201,NGO,NGO,NO,,,,,,,,,,
422,0105010004069201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
423,0105010004069201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
424,0105010004069201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
425,0105029002016101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
426,0105029002016101,NGO,NGO,NO,,,,,,,,,,
427,0105029002016101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
428,0105029002016101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
429,0105029002016101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
430,0105029002022401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
431,0105029002022401,NGO,NGO,NO,,,,,,,,,,
432,0105029002022401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
433,0105029002022401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
434,0105029002022401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
435,0105029002032201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
436,0105029002032201,NGO,NGO,NO,,,,,,,,,,
437,0105029002032201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
438,0105029002032201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
439,0105029002032201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
440,0105029002055701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
441,0105029002055701,NGO,NGO,NO,,,,,,,,,,
442,0105029002055701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
443,0105029002055701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
444,0105029002055701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
445,0105029002064901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
446,0105029002064901,NGO,NGO,NO,,,,,,,,,,
447,0105029002064901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
448,0105029002064901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
449,0105029002064901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
450,0105029002069001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
451,0105029002069001,NGO,NGO,NO,,,,,,,,,,
452,0105029002069001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
453,0105029002069001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
454,0105029002069001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
455,0105029002069101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
456,0105029002069101,NGO,NGO,NO,,,,,,,,,,
457,0105029002069101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
458,0105029002069101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
459,0105029002069101,OTHER,"NYINGINE, TAJA",YES,NO,NO,YES,NO,NO,NO,GOOD,NO,,0.0
460,0105029002123801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
461,0105029002123801,NGO,NGO,NO,,,,,,,,,,
462,0105029002123801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
463,0105029002123801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
464,0105029002123801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
465,0201010001014801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
466,0201010001014801,NGO,NGO,NO,,,,,,,,,,
467,0201010001014801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
468,0201010001014801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
469,0201010001014801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
470,0201010001026301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
471,0201010001026301,NGO,NGO,NO,,,,,,,,,,
472,0201010001026301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
473,0201010001026301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
474,0201010001026301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
475,0201010001029701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
476,0201010001029701,NGO,NGO,NO,,,,,,,,,,
477,0201010001029701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
478,0201010001029701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
479,0201010001029701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
480,0201010001033601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
481,0201010001033601,NGO,NGO,NO,,,,,,,,,,
482,0201010001033601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
483,0201010001033601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
484,0201010001033601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
485,0201010001055801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
486,0201010001055801,NGO,NGO,NO,,,,,,,,,,
487,0201010001055801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
488,0201010001055801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
489,0201010001055801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
490,0201010001065601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
491,0201010001065601,NGO,NGO,NO,,,,,,,,,,
492,0201010001065601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
493,0201010001065601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
494,0201010001065601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
495,0201010001078501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
496,0201010001078501,NGO,NGO,NO,,,,,,,,,,
497,0201010001078501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
498,0201010001078501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
499,0201010001078501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
500,0201011001004801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
501,0201011001004801,NGO,NGO,NO,,,,,,,,,,
502,0201011001004801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
503,0201011001004801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
504,0201011001004801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
505,0201011001020601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
506,0201011001020601,NGO,NGO,NO,,,,,,,,,,
507,0201011001020601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
508,0201011001020601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
509,0201011001020601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
510,0201011001020901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
511,0201011001020901,NGO,NGO,NO,,,,,,,,,,
512,0201011001020901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
513,0201011001020901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
514,0201011001020901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
515,0201011001024601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
516,0201011001024601,NGO,NGO,NO,,,,,,,,,,
517,0201011001024601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
518,0201011001024601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
519,0201011001024601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
520,0201011001030001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
521,0201011001030001,NGO,NGO,NO,,,,,,,,,,
522,0201011001030001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
523,0201011001030001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
524,0201011001030001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
525,0201011001030401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
526,0201011001030401,NGO,NGO,NO,,,,,,,,,,
527,0201011001030401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
528,0201011001030401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
529,0201011001030401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
530,0201011001030402,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
531,0201011001030402,NGO,NGO,NO,,,,,,,,,,
532,0201011001030402,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
533,0201011001030402,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
534,0201011001030402,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
535,0201011001030501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
536,0201011001030501,NGO,NGO,NO,,,,,,,,,,
537,0201011001030501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
538,0201011001030501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
539,0201011001030501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
540,0202011303000602,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
541,0202011303000602,NGO,NGO,NO,,,,,,,,,,
542,0202011303000602,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
543,0202011303000602,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
544,0202011303000602,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
545,0202011303005501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
546,0202011303005501,NGO,NGO,NO,,,,,,,,,,
547,0202011303005501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
548,0202011303005501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
549,0202011303005501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
550,0202011303008601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
551,0202011303008601,NGO,NGO,NO,,,,,,,,,,
552,0202011303008601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
553,0202011303008601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
554,0202011303008601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
555,0202011303011601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
556,0202011303011601,NGO,NGO,NO,,,,,,,,,,
557,0202011303011601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
558,0202011303011601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
559,0202011303011601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
560,0202011303015501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
561,0202011303015501,NGO,NGO,NO,,,,,,,,,,
562,0202011303015501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
563,0202011303015501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
564,0202011303015501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
565,0202011303015801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
566,0202011303015801,NGO,NGO,NO,,,,,,,,,,
567,0202011303015801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
568,0202011303015801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
569,0202011303015801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
570,0202011303019301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
571,0202011303019301,NGO,NGO,NO,,,,,,,,,,
572,0202011303019301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
573,0202011303019301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
574,0202011303019301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
575,0202012001005901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
576,0202012001005901,NGO,NGO,NO,,,,,,,,,,
